власть:ленин:20 ,очередь:20 ,точка:20 ,образ:20 ,пара:20 ,способность:20 ,человек:20 ,жизнь:20 ,идея:20 ,вещь:20 ,время:20 ,личность:20 ,миллион:20 ,сумма:20 ,ум:20 ,девушка:20 ,лес:20 ,зал:20 ,письмо:20 ,голос:20
фредди:власть:20 ,очередь:20 ,точка:20 ,кровь:20 ,образ:20 ,пара:20 ,человек:20 ,жизнь:20 ,идея:20 ,автор:20 ,вещь:20 ,время:20 ,черта:20 ,девушка:20 ,лес:20 ,зал:20 ,письмо:20 ,голос:20 ,як:20 ,вид:20
футляр:образ:20 ,пара:20 ,человек:20 ,жизнь:20 ,вещь:20 ,время:20 ,девушка:20 ,письмо:20 ,вид:20 ,труд:20 ,брат:20 ,дядя:20 ,слово:20 ,царь:20 ,год:20 ,дело:20 ,день:20 ,друг:20 ,капитан:20 ,лицо:20
хам:власть:20 ,образ:20 ,жизнь:20 ,время:20 ,зал:20 ,голос:20 ,брат:20 ,небо:20 ,слово:20 ,царь:20 ,день:20 ,друг:20 ,коммунист:20 ,лицо:20 ,люди:20 ,мужик:20 ,народ:20 ,свобода:20 ,товарищ:20 ,мир:20
харя:рука:20 ,морда:20 ,рожа:20 ,физиономия:20 ,день:19 ,лицо:19 ,дом:19 ,раз:19 ,место:19 ,рот:19 ,голова:19 ,нога:19 ,мать:19 ,зуб:19 ,сапог:19 ,человек:18 ,время:18 ,вид:18 ,слово:18 ,дело:18
химик:власть:20 ,значение:20 ,ленин:20 ,очередь:20 ,точка:20 ,кровь:20 ,образ:20 ,пара:20 ,способность:20 ,человек:20 ,жизнь:20 ,идея:20 ,автор:20 ,вещь:20 ,время:20 ,личность:20 ,мнение:20 ,среда:20 ,черта:20 ,ум:20
хлопья:время:20 ,зал:20 ,небо:20 ,слово:20 ,год:20 ,день:20 ,друг:20 ,лицо:20 ,люди:20 ,народ:20 ,сторона:20 ,минута:20 ,стена:20 ,глаз:20 ,женщина:20 ,машина:20 ,сила:20 ,тело:20 ,час:20 ,дом:20
хмель:пара:20 ,человек:20 ,время:20 ,часть:20 ,мысль:20 ,конец:20 ,голова:20 ,жизнь:19 ,небо:19 ,слово:19 ,год:19 ,дело:19 ,день:19 ,лицо:19 ,ребенок:19 ,минута:19 ,стена:19 ,глаз:19 ,машина:19 ,час:19
хобот:человек:20 ,время:20 ,девушка:20 ,слово:20 ,друг:20 ,лицо:20 ,сторона:20 ,глаз:20 ,женщина:20 ,мальчик:20 ,раз:20 ,место:20 ,рука:20 ,конец:20 ,секунда:20 ,край:20 ,палец:20 ,пол:20 ,солнце:20 ,голова:20
ходьба:время:19 ,день:18 ,люди:18 ,воздух:18 ,человек:17 ,слово:17 ,минута:17 ,женщина:17 ,тело:17 ,час:17 ,раз:17 ,вода:17 ,место:17 ,вид:16 ,друг:16 ,дом:16 ,мысль:16 ,земля:16 ,рука:16 ,движение:16
хохол:очередь:20 ,пара:20 ,человек:20 ,время:20 ,девушка:20 ,зал:20 ,голос:20 ,вид:20 ,брат:20 ,небо:20 ,советник:20 ,гнев:20 ,дядя:20 ,слово:20 ,царь:20 ,армия:20 ,дело:20 ,день:20 ,друг:20 ,капитан:20
хруст:человек:20 ,время:20 ,вид:20 ,слово:20 ,дело:20 ,женщина:20 ,раз:20 ,конец:20 ,сторона:19 ,часть:19 ,минута:19 ,час:19 ,спина:19 ,место:19 ,момент:19 ,ночь:19 ,рука:19 ,дверь:19 ,пол:19 ,стол:19
хрусталь:время:20 ,небо:20 ,свет:20 ,тело:20 ,вода:20 ,река:20 ,земля:20 ,конец:20 ,камень:20 ,крыша:20 ,окно:20 ,нога:20 ,тысяча:20 ,воздух:20 ,стекло:20 ,кровь:19 ,миллион:19 ,лес:19 ,слово:19 ,день:19
хуй:кровь:20 ,человек:20 ,жизнь:20 ,время:20 ,девушка:20 ,вид:20 ,год:20 ,дело:20 ,день:20 ,лицо:20 ,люди:20 ,народ:20 ,рабочий:20 ,ребенок:20 ,минута:20 ,язык:20 ,глаз:20 ,женщина:20 ,парень:20 ,свет:20
цилиндр:очередь:20 ,кровь:20 ,образ:20 ,пара:20 ,человек:20 ,жизнь:20 ,время:20 ,девушка:20 ,вид:20 ,труд:20 ,брат:20 ,небо:20 ,слово:20 ,царь:20 ,год:20 ,дело:20 ,день:20 ,друг:20 ,капитан:20 ,лицо:20
цистерна:время:19 ,место:19 ,голова:19 ,лес:18 ,день:18 ,люди:18 ,сторона:18 ,минута:18 ,машина:18 ,сила:18 ,тело:18 ,дом:18 ,раз:18 ,вода:18 ,сердце:18 ,комната:18 ,конец:18 ,улица:18 ,воздух:18 ,труба:18
челюсть:губа:20 ,глаз:19 ,рука:19 ,человек:18 ,вид:18 ,слово:18 ,лицо:18 ,раз:18 ,колено:18 ,время:17 ,девушка:17 ,сторона:17 ,парень:17 ,сила:17 ,ответ:17 ,момент:17 ,старик:17 ,грудь:17 ,край:17 ,палец:17
честность:власть:20 ,значение:20 ,образ:20 ,способность:20 ,человек:20 ,жизнь:20 ,время:20 ,мнение:20 ,ум:20 ,девушка:20 ,письмо:20 ,вид:20 ,брат:20 ,слово:20 ,царь:20 ,год:20 ,дело:20 ,день:20 ,друг:20 ,капитан:20
чучело:человек:20 ,вещь:20 ,время:20 ,вид:20 ,год:20 ,дело:20 ,день:20 ,люди:20 ,ребенок:20 ,солдат:20 ,минута:20 ,дети:20 ,машина:20 ,мозг:20 ,сила:20 ,час:20 ,господин:20 ,дом:20 ,книга:20 ,корабль:20
шашка:человек:20 ,время:20 ,друг:20 ,солдат:20 ,глаз:20 ,женщина:20 ,отец:20 ,раз:20 ,место:20 ,рука:20 ,голова:20 ,пара:19 ,вид:19 ,слово:19 ,дело:19 ,день:19 ,лицо:19 ,люди:19 ,мужик:19 ,сторона:19
шило:лицо:20 ,сторона:20 ,глаз:20 ,взгляд:20 ,место:20 ,сердце:20 ,нож:20 ,пара:19 ,человек:19 ,время:19 ,слово:19 ,часть:19 ,отец:19 ,раз:19 ,спина:19 ,рука:19 ,конец:19 ,ухо:19 ,голова:19 ,нога:19
шланг:конец:20 ,человек:19 ,дело:19 ,день:19 ,сторона:19 ,минута:19 ,тело:19 ,рука:19 ,голова:19 ,время:18 ,слово:18 ,корабль:18 ,путь:18 ,цепь:18 ,нога:18 ,провод:18 ,очередь:17 ,жизнь:17 ,вид:17 ,год:17
шпора:время:20 ,рука:20 ,оружие:20 ,шея:20 ,голова:20 ,слово:19 ,друг:19 ,раз:19 ,конец:19 ,меч:19 ,нога:19 ,нож:19 ,день:18 ,женщина:18 ,спина:18 ,движение:18 ,бок:18 ,грудь:18 ,дверь:18 ,палец:18
шуйский:власть:20 ,ленин:20 ,очередь:20 ,точка:20 ,кровь:20 ,образ:20 ,пара:20 ,человек:20 ,жизнь:20 ,идея:20 ,автор:20 ,вещь:20 ,время:20 ,мнение:20 ,среда:20 ,ум:20 ,девушка:20 ,лес:20 ,зал:20 ,письмо:20
шульгин:власть:20 ,очередь:20 ,образ:20 ,пара:20 ,человек:20 ,жизнь:20 ,автор:20 ,время:20 ,девушка:20 ,лес:20 ,зал:20 ,голос:20 ,вид:20 ,труд:20 ,брат:20 ,небо:20 ,советник:20 ,гнев:20 ,дядя:20 ,слово:20
шурин:ленин:20 ,очередь:20 ,точка:20 ,образ:20 ,пара:20 ,способность:20 ,человек:20 ,жизнь:20 ,идея:20 ,автор:20 ,вещь:20 ,время:20 ,личность:20 ,мнение:20 ,среда:20 ,сумма:20 ,ум:20 ,девушка:20 ,лес:20 ,зал:20
шурф:человек:20 ,голос:20 ,слово:20 ,дело:20 ,час:20 ,дом:20 ,место:20 ,земля:20 ,лето:20 ,тысяча:20 ,образ:19 ,жизнь:19 ,время:19 ,вид:19 ,брат:19 ,небо:19 ,советник:19 ,дядя:19 ,день:19 ,друг:19
шуточка:время:20 ,шутка:20 ,слово:19 ,люди:19 ,раз:19 ,дорога:19 ,год:18 ,день:18 ,друг:18 ,женщина:18 ,дом:18 ,фраза:18 ,улица:18 ,пара:17 ,человек:17 ,девушка:17 ,солдат:17 ,сторона:17 ,минута:17 ,дети:17
щелчок:человек:20 ,время:20 ,слово:20 ,день:20 ,друг:20 ,лицо:20 ,ребенок:20 ,минута:20 ,стена:20 ,мир:20 ,машина:20 ,темнота:20 ,глава:20 ,раз:20 ,спина:20 ,место:20 ,момент:20 ,звук:20 ,ночь:20 ,удар:20
щиток:точка:20 ,пара:20 ,человек:20 ,время:20 ,черта:20 ,девушка:20 ,голос:20 ,вид:20 ,слово:20 ,год:20 ,дело:20 ,друг:20 ,капитан:20 ,лицо:20 ,солдат:20 ,сторона:20 ,товарищ:20 ,часть:20 ,минута:20 ,стена:20
щука:время:20 ,слово:20 ,год:20 ,дело:20 ,день:20 ,люди:20 ,машина:20 ,свет:20 ,мысль:20 ,раз:20 ,вода:20 ,ветер:20 ,рыба:20 ,рыбка:20 ,человек:19 ,жизнь:19 ,девушка:19 ,лес:19 ,вид:19 ,брат:19
эллен:власть:20 ,ленин:20 ,очередь:20 ,точка:20 ,образ:20 ,пара:20 ,человек:20 ,жизнь:20 ,идея:20 ,автор:20 ,вещь:20 ,время:20 ,ум:20 ,девушка:20 ,лес:20 ,зал:20 ,голос:20 ,вид:20 ,операция:20 ,труд:20
эффект:власть:20 ,образ:20 ,человек:20 ,жизнь:20 ,идея:20 ,время:20 ,голос:20 ,вид:20 ,слово:20 ,дело:20 ,день:20 ,люди:20 ,любовь:20 ,мера:20 ,сила:20 ,вопрос:20 ,раз:20 ,случай:20 ,действие:20 ,чувство:20
юмор:власть:20 ,очередь:20 ,образ:20 ,способность:20 ,человек:20 ,жизнь:20 ,идея:20 ,вещь:20 ,время:20 ,личность:20 ,ум:20 ,девушка:20 ,письмо:20 ,голос:20 ,вид:20 ,труд:20 ,брат:20 ,небо:20 ,дядя:20 ,слово:20
яблочко:дорога:20 ,слово:19 ,день:19 ,друг:19 ,люди:19 ,час:19 ,мальчик:19 ,раз:19 ,земля:19 ,ночь:19 ,человек:18 ,жизнь:18 ,время:18 ,девушка:18 ,вид:18 ,брат:18 ,год:18 ,дело:18 ,немец:18 ,ребенок:18
язычник:образ:20 ,человек:20 ,жизнь:20 ,вещь:20 ,время:20 ,ум:20 ,вид:20 ,небо:20 ,храм:20 ,слово:20 ,царь:20 ,год:20 ,дело:20 ,день:20 ,лицо:20 ,люди:20 ,народ:20 ,сторона:20 ,часть:20 ,любовь:20
яичко:день:20 ,человек:19 ,время:19 ,вид:19 ,дело:19 ,ребенок:19 ,случай:19 ,ночь:19 ,яйцо:19 ,пара:18 ,жизнь:18 ,брат:18 ,слово:18 ,год:18 ,друг:18 ,лицо:18 ,люди:18 ,часть:18 ,глаз:18 ,женщина:18
якось:як:20 ,час:20 ,раз:20 ,рука:20 ,вонь:20 ,бог:20 ,голова:20 ,вс:20 ,льки:20 ,аля:20 ,вже:20 ,дн:20 ,ус:20 ,йому:19 ,слово:19 ,день:19 ,люди:19 ,ст:19 ,город:19 ,земля:19
ямка:человек:20 ,время:20 ,лес:20 ,год:20 ,дело:20 ,день:20 ,друг:20 ,люди:20 ,ребенок:20 ,солдат:20 ,сторона:20 ,час:20 ,дом:20 ,раз:20 ,земля:20 ,ночь:20 ,рука:20 ,дерево:20 ,камень:20 ,пол:20
абажур:образ:20 ,пара:20 ,время:20 ,вид:20 ,небо:20 ,дело:20 ,лицо:20 ,сторона:20 ,часть:20 ,глаз:20 ,женщина:20 ,тело:20 ,корабль:20 ,раз:20 ,спина:20 ,вода:20 ,дорога:20 ,место:20 ,земля:20 ,рука:20
алхимик:образ:20 ,пара:20 ,человек:20 ,жизнь:20 ,время:20 ,письмо:20 ,вид:20 ,труд:20 ,брат:20 ,слово:20 ,год:20 ,дело:20 ,день:20 ,друг:20 ,капитан:20 ,люди:20 ,партия:20 ,рабочий:20 ,часть:20 ,минута:20
атмосфера:время:20 ,пора:20 ,воздух:20 ,слово:19 ,минута:19 ,глаз:19 ,обстановка:19 ,раз:19 ,чувство:19 ,огонь:19 ,небо:18 ,день:18 ,лицо:18 ,стена:18 ,мир:18 ,тело:18 ,час:18 ,земля:18 ,вечер:18 ,ночь:18
биение:время:20 ,девушка:20 ,голос:20 ,труд:20 ,слово:20 ,год:20 ,дело:20 ,день:20 ,друг:20 ,люди:20 ,минута:20 ,женщина:20 ,сила:20 ,час:20 ,вопрос:20 ,мысль:20 ,раз:20 ,чувство:20 ,вода:20 ,ветер:20
бремя:жизнь:20 ,время:20 ,дело:20 ,мир:20 ,женщина:20 ,мальчик:20 ,бог:20 ,душа:20 ,человек:19 ,слово:19 ,война:19 ,год:19 ,день:19 ,друг:19 ,люди:19 ,народ:19 ,сила:19 ,тело:19 ,дом:19 ,жена:19
вентилятор:время:20 ,зал:20 ,слово:20 ,дело:20 ,день:20 ,люди:20 ,стена:20 ,машина:20 ,вода:20 ,рука:20 ,комната:20 ,стол:20 ,голова:20 ,тысяча:20 ,улица:20 ,воздух:20 ,голос:19 ,небо:19 ,сторона:19 ,минута:19
вертел:кусок:19 ,человек:17 ,время:16 ,сторона:16 ,минута:16 ,рука:16 ,тело:15 ,место:15 ,огонь:15 ,камень:15 ,солнце:15 ,нога:15 ,люди:14 ,часть:14 ,луч:14 ,голова:14 ,рыба:14 ,жизнь:13 ,дело:13 ,день:13
влад:власть:20 ,очередь:20 ,кровь:20 ,образ:20 ,пара:20 ,человек:20 ,жизнь:20 ,идея:20 ,автор:20 ,время:20 ,мнение:20 ,черта:20 ,девушка:20 ,лес:20 ,зал:20 ,письмо:20 ,голос:20 ,вид:20 ,труд:20 ,тина:20
водолаз:очередь:20 ,образ:20 ,пара:20 ,человек:20 ,жизнь:20 ,время:20 ,девушка:20 ,зал:20 ,вид:20 ,труд:20 ,брат:20 ,год:20 ,дело:20 ,день:20 ,деревня:20 ,друг:20 ,капитан:20 ,лицо:20 ,люди:20 ,немец:20
вольность:власть:20 ,человек:20 ,жизнь:20 ,вещь:20 ,время:20 ,письмо:20 ,вид:20 ,год:20 ,дело:20 ,день:20 ,капитан:20 ,лицо:20 ,люди:20 ,право:20 ,ребенок:20 ,минута:20 ,любовь:20 ,мир:20 ,условие:20 ,дети:20
выгода:образ:20 ,пара:20 ,человек:20 ,жизнь:20 ,идея:20 ,автор:20 ,вещь:20 ,время:20 ,мнение:20 ,сумма:20 ,письмо:20 ,голос:20 ,вид:20 ,труд:20 ,слово:20 ,война:20 ,год:20 ,дело:20 ,день:20 ,друг:20
выживание:власть:20 ,очередь:20 ,образ:20 ,человек:20 ,жизнь:20 ,время:20 ,голос:20 ,вид:20 ,предел:20 ,процесс:20 ,труд:20 ,войско:20 ,слово:20 ,армия:20 ,война:20 ,выбор:20 ,выход:20 ,год:20 ,дело:20 ,день:20
вылазка:власть:20 ,человек:20 ,жизнь:20 ,вещь:20 ,время:20 ,девушка:20 ,операция:20 ,войско:20 ,слово:20 ,царь:20 ,война:20 ,выход:20 ,год:20 ,дело:20 ,день:20 ,друг:20 ,капитан:20 ,лицо:20 ,люди:20 ,немец:20
глагол:человек:20 ,жизнь:20 ,время:20 ,слово:20 ,год:20 ,день:20 ,люди:20 ,мир:20 ,язык:20 ,книга:20 ,предмет:20 ,образ:19 ,энергия:19 ,вещь:19 ,миллион:19 ,вид:19 ,брат:19 ,дело:19 ,лицо:19 ,цель:19
гладиатор:очередь:20 ,образ:20 ,пара:20 ,человек:20 ,жизнь:20 ,автор:20 ,время:20 ,девушка:20 ,лес:20 ,зал:20 ,голос:20 ,вид:20 ,основание:20 ,предел:20 ,брат:20 ,небо:20 ,войско:20 ,слово:20 ,царь:20 ,армия:20
горлышко:бутылка:20 ,человек:19 ,раз:19 ,капитан:18 ,мальчик:18 ,отец:18 ,старик:18 ,пара:17 ,время:17 ,девушка:17 ,глаз:17 ,сила:17 ,вода:17 ,рука:17 ,вино:17 ,рот:17 ,стакан:17 ,чашка:17 ,очередь:16 ,вид:16
деревце:время:20 ,лес:20 ,день:20 ,раз:20 ,земля:20 ,дерево:20 ,камень:20 ,куст:20 ,человек:19 ,жизнь:19 ,слово:19 ,дело:19 ,лицо:19 ,люди:19 ,сторона:19 ,тело:19 ,дом:19 ,утро:19 ,вода:19 ,город:19
десятилетие:образ:20 ,пара:20 ,человек:20 ,жизнь:20 ,автор:20 ,время:20 ,миллион:20 ,письмо:20 ,труд:20 ,брат:20 ,слово:20 ,война:20 ,выход:20 ,год:20 ,дело:20 ,день:20 ,друг:20 ,люди:20 ,ребенок:20 ,событие:20
дощечка:пара:20 ,человек:20 ,время:20 ,письмо:20 ,брат:20 ,небо:20 ,слово:20 ,год:20 ,дело:20 ,день:20 ,друг:20 ,люди:20 ,народ:20 ,сторона:20 ,минута:20 ,стена:20 ,язык:20 ,женщина:20 ,парень:20 ,сила:20
дровосек:образ:20 ,пара:20 ,человек:20 ,время:20 ,письмо:20 ,вид:20 ,труд:20 ,брат:20 ,небо:20 ,дядя:20 ,слово:20 ,царь:20 ,день:20 ,друг:20 ,капитан:20 ,лицо:20 ,люди:20 ,мужик:20 ,немец:20 ,ребенок:20
единоборство:образ:20 ,человек:20 ,жизнь:20 ,время:20 ,ум:20 ,вид:20 ,труд:20 ,войско:20 ,слово:20 ,царь:20 ,армия:20 ,война:20 ,год:20 ,дело:20 ,день:20 ,друг:20 ,люди:20 ,народ:20 ,ребенок:20 ,солдат:20
женитьба:образ:20 ,жизнь:20 ,время:20 ,царь:20 ,война:20 ,выход:20 ,год:20 ,дело:20 ,день:20 ,друг:20 ,люди:20 ,создание:20 ,союз:20 ,сторона:20 ,минута:20 ,мир:20 ,возможность:20 ,перемена:20 ,час:20 ,дом:20
жернов:день:20 ,человек:19 ,время:19 ,люди:19 ,сила:19 ,рука:19 ,камень:19 ,голова:19 ,колесо:19 ,жизнь:18 ,слово:18 ,машина:18 ,тело:18 ,час:18 ,мысль:18 ,вода:18 ,земля:18 ,нога:18 ,мельница:18 ,воздух:18
задачка:пара:20 ,время:20 ,день:20 ,люди:20 ,ребенок:20 ,сторона:20 ,дом:20 ,мысль:20 ,отец:20 ,раз:20 ,дорога:20 ,рука:20 ,дверь:20 ,голова:20 ,мать:20 ,человек:19 ,жизнь:19 ,брат:19 ,слово:19 ,год:19
идеал:образ:20 ,способность:20 ,человек:20 ,жизнь:20 ,идея:20 ,автор:20 ,вещь:20 ,время:20 ,слово:20 ,война:20 ,год:20 ,дело:20 ,день:20 ,люди:20 ,право:20 ,свобода:20 ,создание:20 ,сторона:20 ,цель:20 ,часть:20
ира:власть:20 ,ленин:20 ,очередь:20 ,точка:20 ,кровь:20 ,образ:20 ,пара:20 ,человек:20 ,жизнь:20 ,идея:20 ,автор:20 ,вещь:20 ,время:20 ,среда:20 ,ум:20 ,девушка:20 ,лес:20 ,зал:20 ,письмо:20 ,поп:20
кадык:время:20 ,вид:20 ,лицо:20 ,стена:20 ,глаз:20 ,машина:20 ,тело:20 ,место:20 ,земля:20 ,момент:20 ,рука:20 ,старик:20 ,губа:20 ,дверь:20 ,палец:20 ,плечо:20 ,пол:20 ,ухо:20 ,голова:20 ,нога:20
капкан:человек:20 ,жизнь:20 ,время:20 ,слово:20 ,день:20 ,лицо:20 ,ребенок:20 ,стена:20 ,дом:20 ,книга:20 ,отец:20 ,офицер:20 ,место:20 ,земля:20 ,ночь:20 ,рука:20 ,движение:20 ,ловушка:20 ,точка:19 ,девушка:19
кипа:образ:20 ,человек:20 ,жизнь:20 ,вещь:20 ,время:20 ,зал:20 ,вид:20 ,небо:20 ,слово:20 ,год:20 ,дело:20 ,день:20 ,друг:20 ,лицо:20 ,люди:20 ,сторона:20 ,часть:20 ,стена:20 ,глаз:20 ,машина:20
клубок:рука:19 ,нога:19 ,время:17 ,голова:17 ,день:15 ,тело:15 ,конец:15 ,цепь:15 ,нить:15 ,дело:14 ,сторона:14 ,кольцо:14 ,узел:14 ,глаз:13 ,сеть:13 ,палец:13 ,история:13 ,воздух:13 ,человек:12 ,жизнь:12
кольчуга:время:20 ,девушка:20 ,дело:20 ,день:20 ,друг:20 ,сторона:20 ,минута:20 ,женщина:20 ,тело:20 ,раз:20 ,старик:20 ,куртка:20 ,плечо:20 ,голова:20 ,нога:20 ,мужчина:20 ,доспех:20 ,пара:19 ,человек:19 ,слово:19
комментатор:власть:20 ,точка:20 ,образ:20 ,человек:20 ,жизнь:20 ,идея:20 ,автор:20 ,вещь:20 ,время:20 ,ум:20 ,письмо:20 ,вид:20 ,слово:20 ,война:20 ,год:20 ,дело:20 ,день:20 ,друг:20 ,капитан:20 ,лицо:20
корзина:человек:20 ,жизнь:20 ,вещь:20 ,время:20 ,девушка:20 ,лес:20 ,вид:20 ,брат:20 ,слово:20 ,год:20 ,дело:20 ,день:20 ,друг:20 ,люди:20 ,стена:20 ,мир:20 ,глаз:20 ,женщина:20 ,машина:20 ,парень:20
кризис:время:20 ,война:20 ,год:20 ,дело:20 ,день:20 ,сторона:20 ,мир:20 ,планета:20 ,россия:20 ,страна:20 ,дом:20 ,корабль:20 ,разговор:20 ,город:20 ,рассвет:20 ,земля:20 ,момент:20 ,начало:20 ,борьба:20 ,взрыв:20
крючок:пара:20 ,человек:20 ,время:20 ,слово:20 ,часть:20 ,глаз:20 ,тело:20 ,место:20 ,рука:20 ,конец:20 ,девушка:19 ,дело:19 ,сторона:19 ,женщина:19 ,парень:19 ,мальчик:19 ,отец:19 ,раз:19 ,спина:19 ,попытка:19
кушетка:человек:20 ,время:20 ,девушка:20 ,вид:20 ,дело:20 ,день:20 ,друг:20 ,капитан:20 ,лицо:20 ,народ:20 ,сторона:20 ,минута:20 ,стена:20 ,глаз:20 ,женщина:20 ,парень:20 ,сила:20 ,тело:20 ,час:20 ,дом:20
лариса:власть:20 ,ленин:20 ,очередь:20 ,точка:20 ,образ:20 ,пара:20 ,человек:20 ,жизнь:20 ,идея:20 ,автор:20 ,вещь:20 ,время:20 ,черта:20 ,ум:20 ,девушка:20 ,лес:20 ,зал:20 ,письмо:20 ,поп:20 ,голос:20
латы:время:20 ,дело:20 ,день:20 ,люди:20 ,сторона:20 ,тело:20 ,час:20 ,раз:20 ,утро:20 ,грудь:20 ,плечо:20 ,цвет:20 ,голова:20 ,девушка:19 ,лес:19 ,вид:19 ,слово:19 ,друг:19 ,лицо:19 ,часть:19
лаэрт:человек:20 ,жизнь:20 ,время:20 ,девушка:20 ,голос:20 ,вид:20 ,брат:20 ,дядя:20 ,слово:20 ,дело:20 ,день:20 ,друг:20 ,капитан:20 ,лицо:20 ,люди:20 ,ребенок:20 ,солдат:20 ,сторона:20 ,часть:20 ,минута:20
левин:власть:20 ,ленин:20 ,очередь:20 ,точка:20 ,кровь:20 ,образ:20 ,пара:20 ,способность:20 ,человек:20 ,жизнь:20 ,автор:20 ,вещь:20 ,время:20 ,мнение:20 ,черта:20 ,ум:20 ,девушка:20 ,лес:20 ,зал:20 ,письмо:20
лобов:пара:20 ,человек:20 ,жизнь:20 ,время:20 ,девушка:20 ,лес:20 ,голос:20 ,вид:20 ,брат:20 ,советник:20 ,дядя:20 ,слово:20 ,царь:20 ,год:20 ,дело:20 ,день:20 ,друг:20 ,капитан:20 ,лицо:20 ,люди:20
люсьен:очередь:20 ,кровь:20 ,образ:20 ,человек:20 ,автор:20 ,время:20 ,девушка:20 ,зал:20 ,голос:20 ,вид:20 ,брат:20 ,небо:20 ,советник:20 ,войско:20 ,гнев:20 ,дядя:20 ,слово:20 ,царь:20 ,война:20 ,год:20
лязг:человек:20 ,время:20 ,слово:20 ,день:20 ,лицо:20 ,минута:20 ,стена:20 ,раз:20 ,спина:20 ,место:20 ,момент:20 ,звон:20 ,звук:20 ,удар:20 ,шум:20 ,конец:20 ,секунда:20 ,дверь:20 ,окно:20 ,миг:20
магдалина:ленин:20 ,очередь:20 ,образ:20 ,пара:20 ,человек:20 ,жизнь:20 ,время:20 ,девушка:20 ,лес:20 ,зал:20 ,голос:20 ,вид:20 ,труд:20 ,брат:20 ,небо:20 ,советник:20 ,гнев:20 ,дядя:20 ,слово:20 ,царь:20
мартын:очередь:20 ,образ:20 ,пара:20 ,человек:20 ,жизнь:20 ,время:20 ,девушка:20 ,вид:20 ,небо:20 ,дядя:20 ,слово:20 ,царь:20 ,дело:20 ,друг:20 ,капитан:20 ,лицо:20 ,мужик:20 ,немец:20 ,президент:20 ,ребенок:20
массив:образ:20 ,человек:20 ,время:20 ,лес:20 ,вид:20 ,небо:20 ,слово:20 ,год:20 ,дело:20 ,день:20 ,деревня:20 ,друг:20 ,лицо:20 ,люди:20 ,сторона:20 ,часть:20 ,стена:20 ,мир:20 ,язык:20 ,глаз:20
машенька:власть:20 ,ленин:20 ,человек:20 ,жизнь:20 ,время:20 ,девушка:20 ,лес:20 ,письмо:20 ,поп:20 ,голос:20 ,брат:20 ,небо:20 ,дядя:20 ,слово:20 ,царь:20 ,армия:20 ,война:20 ,год:20 ,дело:20 ,день:20
мебель:человек:20 ,вещь:20 ,люди:20 ,сторона:20 ,раз:20 ,рука:20 ,стол:20 ,жизнь:19 ,время:19 ,дело:19 ,день:19 ,часть:19 ,машина:19 ,час:19 ,место:19 ,комната:19 ,конец:19 ,доска:19 ,голова:19 ,стул:19
мерка:человек:20 ,жизнь:20 ,время:20 ,слово:20 ,война:20 ,год:20 ,день:20 ,люди:20 ,мера:20 ,раз:20 ,земля:20 ,конец:20 ,власть:19 ,письмо:19 ,дело:19 ,сторона:19 ,товарищ:19 ,часть:19 ,женщина:19 ,сила:19
мефистофель:очередь:20 ,кровь:20 ,образ:20 ,пара:20 ,человек:20 ,жизнь:20 ,идея:20 ,автор:20 ,вещь:20 ,время:20 ,миллион:20 ,девушка:20 ,лес:20 ,зал:20 ,голос:20 ,як:20 ,вид:20 ,труд:20 ,брат:20 ,небо:20
мошка:день:20 ,глаз:20 ,дом:20 ,место:20 ,земля:20 ,огонь:20 ,дерево:20 ,камень:20 ,воздух:20 ,муха:20 ,время:19 ,лес:19 ,слово:19 ,дело:19 ,люди:19 ,сторона:19 ,тело:19 ,лист:19 ,раз:19 ,вода:19
наружность:очередь:20 ,образ:20 ,человек:20 ,жизнь:20 ,автор:20 ,вещь:20 ,время:20 ,личность:20 ,ум:20 ,девушка:20 ,лес:20 ,голос:20 ,вид:20 ,труд:20 ,небо:20 ,храм:20 ,слово:20 ,царь:20 ,война:20 ,год:20
наушник:очередь:20 ,человек:20 ,время:20 ,лес:20 ,слово:20 ,день:20 ,сторона:20 ,минута:20 ,машина:20 ,сила:20 ,час:20 ,глава:20 ,дом:20 ,корабль:20 ,раз:20 ,спина:20 ,вода:20 ,место:20 ,земля:20 ,момент:20
небосвод:образ:20 ,пара:20 ,человек:20 ,жизнь:20 ,время:20 ,девушка:20 ,лес:20 ,зал:20 ,вид:20 ,небо:20 ,слово:20 ,дело:20 ,день:20 ,друг:20 ,капитан:20 ,лицо:20 ,люди:20 ,сторона:20 ,часть:20 ,стена:20
невод:жизнь:20 ,время:20 ,слово:20 ,день:20 ,машина:20 ,раз:20 ,вода:20 ,рука:20 ,сеть:20 ,дерево:20 ,голова:20 ,нога:20 ,дело:19 ,друг:19 ,люди:19 ,сторона:19 ,сила:19 ,час:19 ,отец:19 ,место:19
недуг:человек:20 ,душа:20 ,болезнь:20 ,боль:20 ,время:19 ,день:19 ,любовь:19 ,женщина:19 ,сердце:19 ,образ:18 ,брат:18 ,люди:18 ,сила:18 ,тело:18 ,вода:18 ,помощь:18 ,пора:18 ,способ:18 ,врач:18 ,нога:18
